ID,EmriV,NrV,NrQV,NRVV,Komuna,EQV,01gja,02gja,P01KA,P02A,P02B,P03Perg,P04KVV,P04Fem,P05Lla,P05Ngj,P05Lis,P05Flv,P05Vul,P05Kut,P05Lib,P05Kab,P05ZFK,P06NFP,P07VNL,P08NKV,P09TKZ,P10SHS,P11NRS,P12KFV,PV1KHV,PDK,LDK,LVV,AAK,AKR,ParTj01,ParTj02,ParTj03,OJQ,Media,VzhND,VzhTjere,PV03UVL,PV04IDK,PV05GSH,PV06VUL,PV07-10,PV07-13,PV07-16,PV07-19,PV08ELV,PV09NVK,PV10VAS,PV11-3AN,PV12_Ref,PV12IFPo,ProcVotKom,PA01x1,PAifPO,PA02Fot,PA03M1F,PA04PPD,PA05DHU,PA06PRP,PA07M1P,PA08MBV,PA09VJK,PA10VAV,PA11VMF,PA12PAA,PA13INC,PM01PPV,PM02PJA,PM03LVT,PM04NUM,PM05-PDK,PM05-LDK,PM05-LVV,PM05-AAK,PM05-AKR,PM05-TJ1,PM05-TJ2,PM05-TJ3,PM05-OJQ,PM05-MED,PM05-VZH,PM05-TJE,PM06PPA,PM06KUSH,PM07VSH,PM08SHS,PM09SS,PM10NEN,PM11NVL,PM12NSH,PM13FVP,PM14PSH,PM15VSS,PM16ANA,PAK01,PAK02,PAK03,PAK04,PKK01,PKK02,PKK03,PKK04,VK00,VK01,VK02,PNR01,PNR02,PNR03,PNR04,PNR04Kush,PNR05Kom,VezhEm01,NrV01,VezhEm02,NrV02,KmnInc,Lokacioni,IncOra,IncTxt,IncVet,IncDeshm1,ID1Kon,IncDeshm2,ID2Kon,IncDeshm3,ID3Kon,IncKomTj,KomShtese,User,Time
295,,,1906E,08R,Prishtinë,FAKULTETI FILOLOGJIK,PO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,900,929,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,35,119,231,336,0,0,1,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,926,336,PO,PO,PO,PO,336,26,PO,PO,336,2,PO,PO,0,0,,,,23:00 +,JO,,,,,,,,,,,,,,,,,,,,DnV-Inesa,12/3/2013
296,,,1906E,01R,Prishtinë,FAKULTETI FILOLOGJIK,PO,JO,7:00 - 7:30,PO,PO,6:00 - 7:00,9,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,800,833,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,74,157,214,280,0,0,0,PO,N/A,0,,JO,N/A,N/A,PO,JO,JO,JO,PO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,JO,PO,PO,PO,833,280,PO,PO,PO,PO,280,25,,,280,0,,PO,0,0,,Gjithmonë,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,DnV-Inesa,12/3/2013
297,,,1915E,06R,Prishtinë,ILIRIA,PO,JO,6:00 - 7:00,PO,JO,6:00 - 7:00,18,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,823,2,PO,PO,PO,PO,7:00 - 7:30,FALSE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,TRUE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,83,217,346,506,0,0,0,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,823,506,PO,PO,PO,PO,506,34,PO,PO,506,8,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,DnV-Inesa,12/3/2013
298,,,1905C,05R,Prishtinë,N/A,PO,PO,6:00 - 7:00,PO,N/A,6:00 - 7:00,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,900,0,PO,N/A,N/A,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,100,270,405,528,2,0,2,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,900,528,PO,,,PO,528,58,PO,,526,2,PO,,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Inesa 1,12/3/2013
299,,,1905E,01R,Prishtinë,N/A,PO,N/A,6:00 - 7:00,PO,N/A,6:00 - 7:00,9,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,875,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,86,242,398,503,7,0,0,PO,PO,0,,JO,N/A,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,FALSE,,JO,,PO,PO,PO,PO,850,503,PO,PO,PO,PO,502,48,PO,PO,504,9,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Inesa 1,12/3/2013
300,,N/A,1918E,1,Prishtinë,GJIN GOZULLI,PO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,800,828,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,93,222,380,455,6,0,10,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,828,455,PO,PO,PO,PO,455,46,PO,,455,12,PO,PO,,,,Gjithmonë,,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Besian 2,11/27/2013
301,,,1902E,04R,Prishtinë,SAMI FRASHERI,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,15,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,900,926,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,80,236,367,485,30,0,18,PO,JO,0,,JO,N/A,JO,JO,JO,JO,PO,PO,JO,JO,30,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,926,485,PO,PO,PO,PO,485,61,PO,PO,485,2,PO,PO,0,0,,Gjithmonë,Gjithmonë,,JO,,,,,,,,,,,,,,,,,,,,Inesa 1,11/27/2013
302,,,1902E,05D,Prishtinë,SAMI FRASHERI,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,14,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,650,684,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,138,186,276,355,0,21,10,PO,N/A,0,,JO,N/A,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,684,376,PO,PO,PO,PO,355,38,PO,PO,355,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Inesa 1,11/27/2013
303,,,1902E,02R,Prishtinë,SAMI FRASHERI,PO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,851,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,KDTP,PF,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,69,175,316,438,0,0,15,PO,JO,0,PROCESI KA SHKUAR SHUM NE RREGULL PA ASNI INCIDENT,JO,N/A,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Aspak,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,KDTP,PF,PD,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,859,438,PO,PO,PO,PO,438,4,PO,PO,438,4,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,,,,,,,,,,,,,,,,,,,,,Inesa 1,11/27/2013
304,,,1901E,03R,Prishtinë,NAIM FRASHERI,PO,,6:00 - 7:00,PO,PO,6:00 - 7:00,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,869,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,59,175,357,425,35,0,12,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,PO,JO,JO,3,0,N/A,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,869,425,PO,PO,PO,PO,425,45,PO,PO,425,9,PO,PO,0,0,,Gjithmonë,,23:00 +,PO,,,,,,,,,,,,,,,,,,,,Inesa 1,11/27/2013
305,,,1917E,05R,Prishtinë,GJERGJ FISHTA,PO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,473,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PD,PSD,KDTP,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,84,217,381,473,20,0,13,PO,PO,1,"Po ka refuzuar ni femer per shkak se ka bere nje gabim ne fletvotimin per kryetar komune, Fletvotimi esht kthyer tek komisioneri.",JO,N/A,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,20:00 - 21:00,TRUE,TRUE,TRUE,TRUE,TRUE,PD,PSD,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,473,473,PO,PO,PO,PO,473,41,PO,PO,473,5,PO,PO,0,0,,Gjithmonë,,,,,,,,,,,,,,,,,,,,,,,Inesa 1,11/27/2013
306,,,1903E,03R,Prishtinë,Faik Konica,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,750,788,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,LB,PSD,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,70,209,349,434,10,0,14,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,LP,PSD,PF,TRUE,FALSE,FALSE,,JO,,PO,PO,PO,PO,786,434,PO,PO,PO,PO,426,42,PO,PO,426,7,PO,PO,0,0,,Gjithmonë,,23:00 +,JO,,,,,,,,,,,,,,,,,,,,2013-12-5 DnV-F1 - Jetmir Bakija,12/3/2013
307,,N/A,1911E,02R,Prishtinë,ISMAJL QEMALI,PO,JO,6:00 - 7:00,PO,PO,7:00 +,6,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,750,838,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,FALSE,TRUE,LB,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,100,142,148,117,8,0,11,PO,JO,0,,JO,N/A,JO,JO,JO,JO,PO,PO,JO,JO,0,0,Gjithmonë,N/A,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,FALSE,FALSE,LB,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,506,506,PO,PO,PO,PO,506,6,PO,PO,506,47,PO,PO,0,0,,Gjithmonë,Gjithmonë,,JO,,,,,,,,,,,,,,,,,,,,2013-12-5 DnV-F1 - Jetmir Bakija,12/3/2013
308,,,1905E,04R,Prishtinë,SHTJEFAN GJOQOVI,PO,JO,6:00 - 7:00,JO,JO,6:00 - 7:00,8,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,900,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PSD,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,120,238,401,519,50,0,8,JO,JO,0,,PO,N/A,JO,JO,JO,JO,JO,PO,JO,JO,2,1,Gjithmonë,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,PSD,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,900,519,PO,PO,PO,PO,519,50,PO,PO,519,12,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Inesa 1,12/3/2013
309,,N/A,1910E,01R,Prishtinë,N/A,PO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,920,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PF,LB,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,80,190,400,497,8,0,15,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,PO,JO,JO,0,2,Gjithmonë,N/A,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,PF,LB,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,920,497,PO,PO,PO,PO,456,41,,,490,7,PO,PO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Inesa 1,12/3/2013
310,,N/A,1905E,02R,Prishtinë,N/A,PO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,950,950,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,95,281,440,561,7,0,5,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,JO,JO,JO,9,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,950,561,PO,PO,PO,PO,561,54,PO,PO,561,14,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Inesa 1,12/3/2013
311,,N/A,1715C,01R,Pejë,Janko Jovicevic,N/A,N/A,6:00 - 7:00,JO,PO,6:00 - 7:00,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,550,580,2,PO,PO,PO,PO,7:30 - 8:00,TRUE,FALSE,FALSE,TRUE,TRUE,SLS,,,FALSE,TRUE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,42,98,155,0,0,0,0,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,PO,JO,JO,1,0,Gjithmonë,JO,19:00 - 19:30,N/A,,N/A,TRUE,FALSE,FALSE,TRUE,FALSE,SLS,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,580,228,PO,PO,PO,PO,228,7,PO,PO,228,94,PO,PO,0,0,,Gjithmonë,,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,Inesa 1,11/28/2013
312,,N/A,1723C,3,Pejë,DARDANIA,PO,N/A,6:00 - 7:00,PO,PO,6:00 - 7:00,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,946,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,72,185,344,446,10,0,26,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,,,,446,444,PO,PO,PO,PO,444,8,PO,PO,4444,8,PO,PO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Inesa 1,11/28/2013
313,,N/A,0817C,01R,Klinë,N/A,PO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,TRUE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,130,96,86,312,0,0,1,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,FALSE,,JO,,PO,PO,PO,PO,657,312,PO,PO,PO,PO,312,27,,,312,6,PO,PO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Inesa 1,11/28/2013
314,,N/A,0804C,01R,Klinë,ZLLAKUQAN,PO,PO,7:00 - 7:30,PO,PO,6:00 - 7:00,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,945,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PSHDK,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,240,744,1029,1145,0,0,16,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,357,357,,PO,PO,PO,357,3,,PO,357,3,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Inesa 1,11/28/2013
315,,N/A,0106C,01R,Deçan,N/A,PO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,588,632,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,FALSE,PDK,AAK,AAK,FALSE,TRUE,FALSE,BBK,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,773,0,1977,2655,11,0,22,PO,JO,0,,JO,N/A,JO,JO,JO,JO,PO,PO,PO,JO,0,0,Gjithmonë,N/A,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,FALSE,BBK,PSHDK,,FALSE,TRUE,FALSE,,JO,,PO,PO,PO,PO,637,245,PO,,PO,PO,0,0,,,245,5,JO,PO,0,0,,,,23:00 +,PO,LDK,,,,,,,,,,,,,,,,,,,Inesa 1,11/28/2013
316,,N/A,0110C,01R,Deçan,LUMBARDH,PO,PO,6:00 - 7:00,PO,N/A,6:00 - 7:00,24,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,700,747,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,FALSE,FALSE,,,,FALSE,TRUE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,77,158,278,319,0,0,7,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,N/A,19:00 - 19:30,JO,,19:00 -20:00,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,747,319,PO,PO,PO,PO,319,22,PO,PO,319,12,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Inesa 1,11/28/2013
317,,,1912E,03R,Prishtinë,SALLA 1 TETORI,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,850,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PF,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,83,250,400,497,0,0,4,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,PF,,,TRUE,FALSE,FALSE,ambasada e Ssuedis,JO,,PO,PO,PO,PO,850,497,PO,PO,PO,PO,497,43,PO,PO,497,3,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,2013-12-5 DnV-F1 - Jetmir Bakija,12/3/2013
318,,N/A,1910E,05D,Prishtinë,ALI SOKOL,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,15,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,650,684,2,JO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,54,153,262,362,1,20,7,PO,JO,0,,PO,JO,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Aspak,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,684,362,PO,PO,PO,PO,342,25,PO,PO,340,2,PO,PO,20,20,PO,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Inesa 1,12/3/2013
319,,,1913E,07R,Prishtinë,FAKULTETI EKONOMIK,PO,N/A,6:00 - 7:00,PO,PO,6:00 - 7:00,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,859,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,44,122,258,338,0,0,0,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,19:00 -20:00,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,336,336,PO,PO,PO,PO,336,26,PO,PO,336,5,PO,PO,0,0,,,,23:00 +,,,,,,,,,,,,,,,,,,,,,2013-12-5 DnV-F1 - Jetmir Bakija,12/3/2013
320,,,1935E,02D,Prishtinë,AVI RRUSTEMI,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,450,497,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,40,119,167,226,31,13,25,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,N/A,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,497,226,JO,PO,PO,PO,213,18,PO,PO,213,6,PO,PO,0,13,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Inesa 1,12/3/2013
321,,,1935E,01R,Prishtinë,AVNI RRUSTEMI,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,815,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,70,202,310,418,35,0,49,PO,JO,0,,JO,N/A,N/A,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,JO,,0,418,,,,,287,0,,,414,12,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Inesa 1,12/3/2013
322,,,0210C,05D,Gjakovë,N/A,PO,JO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,520,2,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,LB,PD,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,47,78,103,118,5,62,20,PO,JO,0,,JO,N/A,JO,JO,JO,JO,JO,PO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,PD,LB,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,500,221,PO,PO,PO,PO,139,20,PO,PO,159,0,,PO,62,62,PO,Gjithmonë,,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,11/27/2013
